ip-10-0-0-225: udbd-10010 stopped.
ip-10-0-0-225: Starting udbd-10010.
ip-10-0-0-225: udbd-10010 (16838) started.
"userid","ptime","articleid","price","refid"
"5658",1409576714,16,2.8999999999999999,45
"5658",1409590305,1,3.0600000000000001,16
"5658",1410734431,39,1.0600000000000001,43
"5658",1411030394,17,1.6100000000000001,11
"5658",1411080904,39,3.1299999999999999,44
"5658",1411810552,51,1.55,0
"4116",1409529715,17,1.01,0
"4116",1409599457,35,1.46,15
"4116",1410490309,13,2.0299999999999998,0
"4116",1410531642,30,1.3,1
"4116",1411111707,16,1.03,0
"4116",1411114889,41,1.9199999999999999,15
"7480",1409529776,4,1.3600000000000001,0
"7480",1409596977,46,1.4099999999999999,50
"7480",1409597072,28,1.4299999999999999,46
"7480",1410027714,10,1.3700000000000001,16
"7480",1410033179,41,1.02,27
"7480",1410061995,6,1.0700000000000001,22
"7480",1410076638,20,2.0299999999999998,27
"7480",1410088607,11,2.21,28
"7480",1410115574,45,1.1000000000000001,40
"7480",1410398206,22,2.0899999999999999,0
"7480",1410403245,32,1.4199999999999999,22
"7480",1410432265,7,3.9300000000000002,32
"7480",1410688481,48,5.2000000000000002,32
"7480",1410725725,29,1.6399999999999999,32
"7480",1410939572,5,3.9700000000000002,8
"7480",1411127959,7,3.8700000000000001,7
"7480",1411145066,51,5.0199999999999996,30
"7480",1411631345,32,3.3999999999999999,9
"7480",1411670478,15,1.6200000000000001,2
"7480",1411855432,20,1.25,30
"7480",1411857823,23,1.4099999999999999,19
"2655",1409529793,46,1.4099999999999999,0
"2655",1409575022,10,1.73,41
"2655",1410253669,4,2.2000000000000002,50
"2655",1410264472,17,1.27,4
"2655",1410266072,2,1.46,17
"2655",1411287968,16,1.05,35
"6257",1409529807,35,1.46,0
"6257",1409549102,46,1.4099999999999999,35
"6257",1409575924,28,1.4299999999999999,7
"6257",1409832494,4,1.0600000000000001,11
"6257",1409858342,22,4.0199999999999996,6
"6398",1409529856,19,1.5,0
"6398",1409581144,4,1.3600000000000001,45
"6398",1409601231,42,1.52,37
"6117",1409529869,17,1.01,0
"6117",1409609876,42,1.52,35
"6117",1409647348,46,2.3599999999999999,3
"6117",1410084193,11,2.21,36
"6117",1410622494,37,1.6299999999999999,23
"6117",1410682597,4,1.6200000000000001,8
"6117",1410697055,45,1.1399999999999999,4
"6117",1410709247,47,1.5900000000000001,45
"6117",1410727606,20,1.6699999999999999,15
"6117",1410924325,52,2.0499999999999998,30
"6117",1410935901,34,1.8100000000000001,51
"6117",1410975843,4,3.4300000000000002,37
"6117",1411212532,3,3.5,14
"6117",1411227256,26,3.1099999999999999,12
"6117",1411804161,7,2.3100000000000001,17
"6117",1411844053,23,1.4099999999999999,39
"6117",1412082607,34,1.49,34
"8733",1409529913,42,1.52,0
"8733",1409551504,21,2.8500000000000001,42
"8733",1409583144,4,1.3600000000000001,12
"8733",1411444765,46,1,22
"4883",1409530004,28,1.4299999999999999,0
"4883",1411596417,33,1.0600000000000001,43
"7735",1409530015,19,1.5,0
"7735",1409551019,1,3.0600000000000001,2
"7735",1409574925,13,2.2599999999999998,36
"7735",1409592737,46,1.4099999999999999,23
"7735",1409624722,45,1.0700000000000001,0
"7735",1409639757,12,2.1800000000000002,45
"7735",1409648996,36,3.1200000000000001,23
"7735",1409844115,50,1.7,3
"7735",1410227785,47,2.5499999999999998,0
"7735",1410235169,49,1.2,29
"7735",1410264873,2,1.46,40
"7735",1410325681,42,1.27,6
"7735",1410375693,44,3.0099999999999998,45
"7735",1410491290,22,2.4700000000000002,1
"7735",1410510499,29,2.3900000000000001,50
"7735",1410552694,9,1.45,36
"7735",1410552903,25,3.9100000000000001,9
"7735",1410759177,34,2.1600000000000001,37
"7735",1410967979,37,4.1299999999999999,19
"7735",1411426044,9,3.79,43
"7735",1411460630,41,2.3999999999999999,45
"7735",1411465360,34,1.24,40
"7735",1411508010,19,2.48,33
"7735",1411552161,5,2.4300000000000002,17
"7735",1411581220,30,2.5600000000000001,32
"7735",1411607041,43,1.6399999999999999,10
"7735",1411640511,36,2.0600000000000001,27
"7735",1411663866,41,3.23,37
"7735",1411747682,22,1.6699999999999999,24
"6988",1409530165,6,2.8500000000000001,0
"6988",1409607059,10,1.73,31
"6988",1409611029,4,1.3600000000000001,10
"6988",1410144691,45,1.3999999999999999,34
"6988",1410585926,42,2.5499999999999998,16
"6988",1411899108,29,2.2000000000000002,4
"9849",1409530179,46,1.4099999999999999,0
"9849",1409530877,2,2.9199999999999999,46
"9849",1409534519,4,1.3600000000000001,2
"9849",1409537106,23,2.73,4
"9849",1409936906,26,2.25,38
"9849",1410138715,34,2.3199999999999998,0
"9849",1410160326,10,3.2799999999999998,20
"9849",1410301021,43,1.8799999999999999,42
"9849",1410321497,42,1.27,17
"9849",1410605248,47,1.0800000000000001,13
"9849",1410640363,21,2.9100000000000001,47
"9849",1411060309,42,1.5800000000000001,4
"9849",1411916433,29,2.2000000000000002,23
"9849",1411978229,3,1.0700000000000001,31
"9849",1412073334,37,2.54,18
"9849",1412099240,8,1.21,38
"9992",1409530191,42,1.52,0
"9992",1409559811,17,1.01,9
"9992",1409597623,34,2.4399999999999999,26
"9992",1409919620,43,1.1499999999999999,16
"9992",1409922166,26,2.25,43
"9992",1409956564,19,1.45,26
"9992",1410052390,9,1.4299999999999999,0
"9992",1410064281,48,3.71,16
"9992",1410123314,29,1.8,41
"9992",1410146711,8,1.3999999999999999,0
"9992",1410200039,23,4.0899999999999999,4
"9992",1410502707,22,2.4700000000000002,50
"9992",1410532557,2,2.8700000000000001,37
"9992",1410661442,18,2,0
"9992",1410705944,41,1.1200000000000001,46
"9992",1410713584,20,1.6699999999999999,21
"9992",1410876902,35,3.3500000000000001,14
"9992",1410899176,30,1.6499999999999999,9
"9992",1410981391,14,1.6200000000000001,39
"9992",1411075989,39,3.1299999999999999,2
"9992",1411082533,3,2.8799999999999999,38
"9992",1411142365,41,1.9199999999999999,46
"9992",1411157170,41,1.9199999999999999,15
"9992",1411434434,46,1,23
"9992",1411501958,7,1.9299999999999999,17
"9992",1411746987,17,1.9399999999999999,34
"9992",1412090001,35,2.75,23
"6102",1409530211,28,1.4299999999999999,0
"6102",1409578639,35,1.46,28
"6102",1409585225,9,3.3100000000000001,35
"6102",1410363377,10,3.3900000000000001,28
"6102",1410526082,20,3.7000000000000002,0
"6102",1410561963,49,1.04,20
"6102",1410915274,32,2.79,0
"6102",1410928549,7,1.6000000000000001,31
"9700",1409530361,4,1.3600000000000001,0
"9700",1409553316,11,2.79,48
"9700",1410434709,22,2.0899999999999999,20
"9700",1410618578,9,1.05,42
"9700",1410652127,8,2.7200000000000002,41
"9700",1411347626,14,1.03,0
"9700",1411522380,22,3.9900000000000002,11
"9700",1411538692,28,2.9399999999999999,21
"9700",1411576435,36,2.6099999999999999,6
"9700",1411632277,38,2.8599999999999999,15
"9700",1411654237,3,1.4399999999999999,37
"9700",1411930116,48,1.47,13
"957",1409530381,23,2.73,0
"957",1409531152,11,2.79,23
"957",1409581720,34,2.4399999999999999,5
"957",1410103500,49,2.02,36
"957",1410491232,9,1.45,0
"957",1410762172,12,1.28,48
"957",1410820847,9,2.79,10
"957",1410842363,44,2.0299999999999998,0
"957",1410909254,34,4.3700000000000001,48
"957",1410909986,43,1.4399999999999999,33
"957",1411807726,24,1.1299999999999999,26
"957",1411816690,23,1.4099999999999999,23
"9898",1409530408,25,1.52,0
"9898",1409900666,48,1.6599999999999999,8
"9898",1410317325,27,1.9299999999999999,29
"9898",1410522631,42,1.0900000000000001,0
"9898",1410535309,45,1.4099999999999999,6
"9898",1410565211,7,1.4399999999999999,26
"9898",1410605633,32,3.2200000000000002,48
"9898",1411619497,7,1.4399999999999999,14
"9898",1411637386,43,1.6399999999999999,50
"9898",1411876154,21,2.02,0
"9898",1411957542,40,2.02,0
"4459",1409530436,10,1.73,0
"4459",1410143164,45,1.3999999999999999,39
"4459",1410199424,37,2.5600000000000001,31
"4459",1411088715,40,1.27,18
"4459",1411135949,5,1.1200000000000001,45
"4459",1411370273,21,1.8400000000000001,49
"4459",1411792465,11,1.0800000000000001,0
"4459",1411814132,20,1.25,24
"4459",1411853126,13,1.3200000000000001,37
"4459",1411960727,50,1.21,8
"9478",1409530462,17,1.01,0
"9478",1409585093,16,2.8999999999999999,12
"9478",1410146952,30,1.6100000000000001,28
"9478",1411348768,29,3.6800000000000002,0
"9478",1411367467,11,1.1200000000000001,20
"7609",1409530815,10,1.73,0
"7609",1409671520,4,1.9399999999999999,12
"7609",1409691362,48,1.6499999999999999,19
"7609",1409797546,35,1.95,0
"7609",1409848113,46,1.3700000000000001,42
"7609",1410362902,49,1.1699999999999999,5
"7609",1410366819,42,1.27,49
"7609",1410379052,31,2.1499999999999999,43
"7609",1410419900,34,1.7,18
"7609",1410423770,22,2.0899999999999999,34
"7609",1410451921,33,3.6899999999999999,15
"7609",1410452183,5,1.1499999999999999,33
"7609",1410465874,3,2.75,5
"7609",1410836480,30,1.6499999999999999,6
"7609",1410870522,14,1.8500000000000001,41
"7609",1410906661,22,1.52,2
"7609",1410994761,47,2.1200000000000001,29
"7609",1411282317,8,2.3900000000000001,3
"7609",1411316854,18,3.6299999999999999,22
"7609",1411975821,4,1.1499999999999999,0
"7609",1411997428,26,1.3200000000000001,7
"7609",1412031869,29,1.4399999999999999,46
"7609",1412033306,25,2.3199999999999998,28
"3542",1409530959,25,1.52,0
"3945",1409530985,22,1.26,0
"3945",1410110910,45,1.1000000000000001,13
"3945",1410137518,47,1.3600000000000001,2
"3945",1410231956,6,2.02,0
"3945",1410243729,15,1.8999999999999999,6
"3945",1410268575,17,1.27,7
"3945",1410417149,1,1.05,0
"3945",1410833667,36,1.71,30
"3945",1410872185,50,1.8400000000000001,17
"3945",1410949745,9,2.77,13
"3945",1410959936,44,1.25,8
"1379",1409531045,28,1.4299999999999999,0
"1379",1409577862,10,1.73,28
"1379",1409583689,22,1.26,10
"1379",1409888973,30,1.02,0
"1379",1410029872,41,1.02,43
"1379",1410110739,20,2.0299999999999998,34
"1379",1410790739,49,2.1200000000000001,8
"1379",1410930594,47,2.1200000000000001,0
"1379",1410948784,29,1.3300000000000001,46
"1379",1411506718,26,2.9900000000000002,2
"1379",1411634683,4,2.7599999999999998,23
"1379",1411649031,42,1.46,26
"1379",1411683327,42,1.46,41
"1379",1411985315,52,1.5900000000000001,4
"1379",1411986826,26,1.3200000000000001,51
"1379",1412073883,18,1.0800000000000001,10
"9017",1409531191,15,3.7000000000000002,0
"9017",1409538028,17,1.01,32
"9017",1409555991,20,2.52,33
"9017",1409557416,18,3.5299999999999998,20
"9017",1410134535,47,1.3600000000000001,0
"9017",1410232431,8,1.1000000000000001,43
"9017",1410710182,39,1.0600000000000001,40
"9017",1410983119,13,1.22,44
"9017",1411176809,38,3.5600000000000001,0
"9017",1411350060,24,1.49,34
"9017",1411354131,51,2.6499999999999999,23
"9017",1411388979,43,1.3700000000000001,21
"9017",1411405122,11,1.1200000000000001,42
"9017",1411425699,48,1.1200000000000001,35
"9017",1411566551,36,2.6099999999999999,10
"9017",1411732131,36,2.1600000000000001,45
"9017",1412112957,34,1.49,7
"2143",1409531193,20,2.52,0
"2143",1409545617,41,2.8199999999999998,20
"2143",1409597548,13,2.2599999999999998,26
"2143",1410224076,12,1.4199999999999999,0
"2143",1410242792,33,1.02,7
"2143",1410305811,10,1.1799999999999999,25
"2143",1410667636,3,1.6299999999999999,42
"2143",1410691175,26,1.2,8
"2143",1410726412,31,1.9199999999999999,17
"2143",1411099860,25,3.27,5
"2143",1411133634,6,2.3799999999999999,2
"2143",1411167311,50,1.5,7
"2143",1411168639,18,1.46,6
"2143",1411554781,48,1.8200000000000001,7
"2143",1411571546,29,2.2000000000000002,41
"7901",1409531224,46,1.4099999999999999,0
"7901",1409543756,38,2.4100000000000001,46
"7901",1410550096,42,1.0900000000000001,28
"7901",1410625679,11,1.02,30
"7901",1410654819,39,1.0600000000000001,6
"7901",1411083156,17,1.6100000000000001,38
"7901",1411784681,29,1.8700000000000001,0
"405",1409531250,34,2.4399999999999999,0
"405",1410464283,44,1.55,23
"405",1410469403,2,1.4299999999999999,44
"4596",1409531537,16,2.8999999999999999,0
"4596",1409569526,23,2.73,31
"4596",1409587223,42,1.52,23
"4596",1409702540,9,1.02,0
"4596",1409733794,50,2.1899999999999999,9
"4596",1409746030,37,2.5299999999999998,50
"4596",1409788071,36,1.47,1
"4596",1410096665,13,3.25,26
"4596",1410131898,44,3.3799999999999999,25
"4596",1410475017,5,1.1499999999999999,8
"4596",1410488445,2,2.8700000000000001,0
"4596",1410551178,34,1.1000000000000001,1
"4596",1410811642,26,1.77,40
"4596",1411256961,26,3.1099999999999999,11
"4596",1411376468,14,1.03,11
"4596",1411398739,14,1.03,2
"4596",1411993598,24,1.51,38
"4726",1409531552,17,1.01,0
"4726",1409533921,19,1.5,17
"4726",1409602176,7,2.3199999999999998,45
"4726",1409884384,31,3.52,0
"4726",1409968390,32,1.54,45
"4726",1410014205,24,1.6599999999999999,33
"4726",1410794568,4,1.05,28
"4726",1410812811,15,2.5499999999999998,24
"4726",1410919027,11,1.01,3
"4726",1411258775,29,1.2,0
"4726",1411783263,24,1.1299999999999999,0
"4726",1411851823,20,1.25,21
"4320",1409531615,22,1.26,0
"4320",1409557755,2,2.9199999999999999,2
"4320",1409596794,38,2.4100000000000001,18
"4320",1410409089,37,2.1800000000000002,0
"4320",1410425765,39,1.8899999999999999,33
"4320",1410466986,1,1.05,13
"4320",1410671818,18,2,19
"4320",1410722173,14,2.0299999999999998,46
"4320",1410722716,29,1.6399999999999999,14
"4320",1411277647,43,1.28,2
"4320",1411291650,35,1.75,24
"4320",1411324035,43,1.28,29
"4320",1411324998,46,1.3500000000000001,42
"4320",1411630476,42,1.46,9
"4320",1411636700,8,4.6900000000000004,41
"9674",1409531662,17,1.01,42
"9674",1409580368,11,2.79,24
"9674",1409914081,13,2.9399999999999999,17
"9674",1409930156,31,3.52,15
"9674",1410095250,15,1.8100000000000001,9
"9674",1410132773,7,3.04,32
"9674",1410316580,42,1.27,0
"9674",1410361148,26,2.73,14
"9674",1411181796,10,2.23,0
"9674",1411191497,20,3.5099999999999998,40
"9674",1411198987,4,1.52,19
"9674",1411224353,20,3.5099999999999998,48
"9674",1411308252,43,1.28,36
"9674",1411312610,36,1.3400000000000001,42
"9674",1411473474,46,1,0
"9674",1411481229,36,3.6400000000000001,2
"9674",1411494900,50,1.75,35
"9674",1411508943,38,1.8700000000000001,21
"9674",1411583871,48,1.8200000000000001,17
"9674",1411599030,48,1.8200000000000001,45
"9587",1409531780,25,1.52,0
"9587",1411138755,39,1.24,17
"9301",1409531791,42,1.52,39
"9301",1409992528,16,1.1499999999999999,38
"9301",1410073589,28,2.1600000000000001,0
"9301",1410091031,37,1.3700000000000001,28
"9301",1410094735,15,1.8100000000000001,37
"9301",1410497941,12,3.1600000000000001,42
"9301",1410540317,8,2.2599999999999998,12
"9301",1410557413,29,2.3900000000000001,33
"9301",1410974454,19,1.48,34
"9301",1411257648,36,1.3400000000000001,0
"9301",1411687863,7,1.4399999999999999,22
"9301",1411983749,23,1.9199999999999999,7
"9301",1411996567,41,1.05,22
"7384",1409531826,42,1.52,0
"7384",1410601125,17,3.0299999999999998,0
"7384",1410762890,31,1.54,0
"7384",1411493200,38,1.8700000000000001,46
"7384",1411715706,21,1.25,40
"7384",1411738655,5,1.3500000000000001,37
"7384",1411746126,12,2.3599999999999999,4
"5017",1409531880,21,2.8500000000000001,25
"5017",1409556588,46,1.4099999999999999,44
"5017",1409638773,34,3.0899999999999999,40
"5017",1409647224,36,3.1200000000000001,34
"5017",1409797995,25,1.96,15
"5017",1409807577,12,2.27,25
"5017",1409808473,31,1.05,12
"5017",1411347197,43,1.3700000000000001,0
"5017",1411399169,10,1.6100000000000001,48
"5017",1411447232,49,2.6299999999999999,0
"5017",1411505500,28,3.27,21
"5017",1411532153,35,2.8300000000000001,42
"5017",1411541407,13,3.9700000000000002,38
"6476",1409531918,10,1.73,0
"6476",1409543097,13,2.2599999999999998,31
"6476",1409733032,30,1.8,38
"6476",1409741092,42,2.8100000000000001,30
"6476",1409754032,49,1.8899999999999999,42
"6414",1409531951,1,3.0600000000000001,0
"6414",1409552334,10,1.73,5
"6414",1409560567,4,1.3600000000000001,10
"6414",1409585036,25,1.52,49
"6414",1409609257,2,2.9199999999999999,25
"6414",1410048403,20,2.0299999999999998,0
"6414",1410053948,29,1.8,20
"6414",1410146291,11,3.1000000000000001,0
"6414",1410204419,45,1.3999999999999999,48
"6414",1410239261,13,1.49,23
"6414",1410270924,47,2.5499999999999998,40
"6414",1410539234,34,1.1000000000000001,45
"6414",1410563004,49,1.04,20
"6414",1410567700,44,3.29,0
"6414",1411780724,24,1.1299999999999999,0
"6414",1411835872,42,1.5,8
"6414",1411964857,24,1.51,15
"6414",1412053559,32,1.05,0
"6414",1412081657,32,1.05,4
"6414",1412098397,18,1.0800000000000001,32
"8290",1409531977,46,1.4099999999999999,0
"8290",1410160652,29,2.3799999999999999,45
"8290",1410214746,36,1.77,10
"8290",1411303903,16,1.05,24
"8290",1411463672,34,1.24,50
"5916",1409531979,16,2.8999999999999999,9
"5916",1409554584,4,1.3600000000000001,16
"5916",1409906268,24,3.2000000000000002,28
"5916",1409918760,22,2.73,24
"5916",1409928466,39,3.3199999999999998,3
"5916",1409955514,46,1.0700000000000001,27
"5916",1410441297,49,5.0599999999999996,23
"5916",1410716495,43,3.52,50
"5916",1410729724,29,1.6399999999999999,43
"5916",1410953483,52,2.0499999999999998,15
"5916",1410993214,29,1.3300000000000001,4
"5916",1411111836,36,1.55,5
"5916",1411287346,29,1.2,38
"5916",1411294539,29,1.2,28
"5916",1411297367,39,1.1100000000000001,28
"5916",1411325341,29,1.2,38
"5916",1411594314,21,2.21,32
"5916",1411655045,28,1.9099999999999999,28
"5916",1411977224,50,1.21,36
"5916",1412023230,52,1.5900000000000001,45
"5916",1412091106,52,5.0199999999999996,22
"8580",1409532046,35,1.46,50
"8580",1409813921,13,1.9299999999999999,32
"8580",1409865254,4,1.0600000000000001,30
"8580",1409966087,30,2.25,0
"8580",1409971477,20,1.01,10
"8580",1410187578,38,2.5099999999999998,43
"8580",1411580147,42,1.0800000000000001,17
"8580",1411818606,42,1.5,20
"8580",1411822306,13,1.3200000000000001,41
"8964",1409532047,17,1.01,0
"6972",1409532089,10,1.73,0
"6972",1409541382,35,1.46,32
"6972",1410320322,18,1.8700000000000001,0
"4862",1409532129,22,1.26,1
"4862",1411503939,8,1.1499999999999999,34
"8587",1409532194,22,1.26,0
"8587",1410734983,3,1.6299999999999999,9
"8587",1411638152,47,1.02,23
"8822",1409532355,28,1.4299999999999999,0
"8822",1409590938,7,2.3199999999999998,18
"8822",1409603913,25,1.52,18
"8822",1411203606,4,1.52,26
"8822",1411626533,42,1.46,24
"8822",1411670307,29,1.8600000000000001,41
"8822",1411672719,15,1.6200000000000001,28
"4541",1409532400,34,2.4399999999999999,0
"4541",1409814383,4,1.0600000000000001,20
"4541",1409832041,13,1.9299999999999999,4
"4541",1409841926,43,2.6699999999999999,13
"4541",1409849208,31,1.05,43
"4541",1409857777,38,2.3799999999999999,31
"4541",1409871445,49,3.3500000000000001,12
"4541",1410611992,39,1.5700000000000001,19
"4541",1410637003,7,3.1299999999999999,45
"4541",1411029402,42,1.5800000000000001,24
"4541",1411034168,14,3.71,2
"4541",1411041160,42,1.5800000000000001,13
"4541",1411065575,31,1.72,25
"4541",1411259582,39,1.1100000000000001,0
"4541",1411272231,16,1.05,43
"4541",1411294017,46,1.3500000000000001,45
"4541",1411844009,27,2.3500000000000001,17
"4541",1411864328,42,3.5800000000000001,0
"4541",1412060196,25,1.1399999999999999,8
"4541",1412092773,11,4.1200000000000001,30
"8042",1409532418,21,2.8500000000000001,0
"8042",1409571321,25,1.52,48
"8042",1409582129,42,1.52,25
"8042",1409752963,27,1.3,15
"8042",1410036598,16,1.1499999999999999,19
"8042",1410043205,24,1.6599999999999999,16
"8042",1410164362,14,2.1400000000000001,33
"8042",1410184754,31,2.6499999999999999,22
"8042",1410350026,8,1.23,35
"8042",1410920296,14,1.6200000000000001,0
"8042",1410942600,19,1.48,29
"8042",1411148215,40,1.27,8
"8042",1411351680,24,1.49,0
"8042",1411400396,3,2.3399999999999999,29
"8042",1411436400,21,2.7799999999999998,0
"8042",1411454517,47,1.52,20
"8042",1411634497,45,2.8199999999999998,36
"8042",1411994430,47,4.9100000000000001,0
"2623",1409532421,41,2.8199999999999998,0
"2623",1409564615,17,1.01,50
"2623",1409894877,1,2.4500000000000002,6
"2623",1409929525,7,2.1800000000000002,40
"2623",1409945500,44,1.8600000000000001,32
"2623",1410980172,18,2.0499999999999998,34
"2623",1410982183,41,2.0099999999999998,17
"2623",1410985800,14,1.6200000000000001,40
"2623",1410990716,34,1.8100000000000001,13
"2623",1411547193,21,2.21,2
"5945",1409532645,46,1.4099999999999999,0
"5945",1409566212,42,1.52,8
"5945",1409574934,19,1.5,42
"5945",1409625961,12,2.1800000000000002,18
"5945",1409661722,4,1.9399999999999999,12
"5945",1409729688,1,1.5600000000000001,5
"5945",1410062554,30,2.48,0
"5945",1410605193,39,1.5700000000000001,34
"5945",1410628303,11,1.02,16
"5945",1410839009,17,1.5800000000000001,5
"5945",1410948936,27,1.1599999999999999,30
"5945",1411340850,43,1.28,9
"1077",1409532663,22,1.26,0
"1077",1409538128,40,2.3900000000000001,22
"1077",1409570841,19,1.5,27
"1077",1409615013,23,2.73,3
"1077",1409625777,3,2.96,32
"1077",1409914801,4,3.2000000000000002,1
"1077",1410105681,7,3.04,7
"1077",1410474823,43,3.4700000000000002,15
"1077",1410926616,13,1.22,0
"1077",1410953578,52,2.0499999999999998,8
"1077",1410964755,47,2.1200000000000001,43
"1077",1411086324,16,1.03,0
"1077",1411140803,41,1.9199999999999999,46
"1077",1411617219,3,1.4399999999999999,36
"1077",1411644358,7,1.4399999999999999,29
"1077",1411667909,19,1.8700000000000001,4
"1077",1411679026,41,3.23,18
"5466",1409532865,17,1.01,0
"7302",1409532871,7,2.3199999999999998,0
"7302",1409547479,30,3.2000000000000002,7
"7302",1409582858,22,1.26,8
"7302",1409586025,42,1.52,22
"7302",1409695730,39,1.4299999999999999,24
"7302",1409699509,14,1.8700000000000001,40
"7302",1409947705,10,2.4199999999999999,16
"7302",1410611823,4,3.0099999999999998,50
"7302",1410802246,3,1.1200000000000001,38
"7302",1410820839,46,3.6600000000000001,2
"7302",1410840159,18,3.1600000000000001,20
"7302",1410887245,22,1.52,26
"7302",1410895766,42,1.28,21
"7302",1410936975,26,2.8999999999999999,8
"7302",1410955147,14,1.6200000000000001,26
"7302",1411618122,37,3.1200000000000001,25
"7302",1411648781,50,1.3600000000000001,17
"7302",1411918412,5,3.6499999999999999,25
"7302",1411924608,25,1.4099999999999999,4
"187",1409533112,41,2.8199999999999998,0
"187",1409569010,22,1.26,40
"187",1410437513,40,1.79,25
"187",1410568885,47,1.0800000000000001,0
"187",1410609941,29,3.3799999999999999,31
"187",1410871409,22,1.52,35
"187",1411030821,8,1.3899999999999999,47
"187",1411140004,6,2.3799999999999999,47
"187",1411154106,26,1.6399999999999999,47
"187",1411161498,29,1.47,25
"187",1411885115,48,1.47,0
"187",1411900333,10,4.5599999999999996,18
"187",1411928889,50,3.23,4
"4502",1409533116,16,2.8999999999999999,0
"4502",1409556982,46,1.4099999999999999,45
"4502",1409934235,27,2.5,48
"4502",1410707205,20,1.6699999999999999,11
"422",1409533250,46,1.4099999999999999,0
"422",1409587848,6,2.8500000000000001,3
"4930",1409533307,17,1.01,0
"4930",1409843567,35,1.95,19
"4930",1409847830,6,1.73,18
"4930",1409857286,31,1.05,6
"4930",1409879067,48,1.6599999999999999,0
"4930",1409884707,19,1.45,48
"4930",1410578749,10,2.1800000000000002,24
"4930",1410656508,39,1.0600000000000001,0
"8058",1409533344,8,2.02,0
"8058",1410866163,12,1.22,17
"8058",1410942346,35,2.6600000000000001,43
"8058",1411308758,24,1.79,45
"8058",1411316201,43,1.28,8
"953",1409533400,28,1.4299999999999999,0
"953",1410592774,16,3.5099999999999998,0
"9386",1409533440,35,1.46,0
"9386",1409549483,41,2.8199999999999998,35
"9386",1409582303,10,1.73,41
"9386",1409600278,46,1.4099999999999999,10
"9386",1409602288,22,1.26,46
"9386",1409845398,11,3.6800000000000002,44
"9386",1410578184,15,1.4399999999999999,0
"9386",1410612305,19,1.5900000000000001,29
"9386",1410868563,46,1.9199999999999999,3
"9386",1411022287,45,1.8999999999999999,8
"9386",1411043856,35,1.76,44
"9386",1411639990,30,1.45,0
"9386",1411669127,15,1.6200000000000001,44
"9386",1412036490,30,1.1799999999999999,0
"9386",1412119435,25,1.1399999999999999,44
"4375",1409533451,46,1.4099999999999999,46
"4375",1411005185,52,1.79,0
"3168",1409533452,4,1.3600000000000001,0
"3168",1409610477,46,1.4099999999999999,40
"3168",1411217638,51,1.72,35
"8634",1409533574,28,1.4299999999999999,0
"8634",1409570311,4,1.3600000000000001,28
"8634",1409597927,25,1.52,4
"8634",1411840253,20,1.25,28
"8634",1411855860,24,1.1299999999999999,41
"8634",1412118047,19,1.75,44
